feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,label
1.19617372047244,1.3161386322772668,0.8687253937007872,1.4496248992497995,2.5383125000000044,2.09876543209876,2.0120625000000008,2.2594482237339326,3.3217098577235746,3.1379422476586925,2.6684451219512186,3.1270161290322553,0.9466258759110917,0.9342092253077784,0.9693841514861926,0.9233326038761158,0.779860040412579,0.8410229458341365,0.8564300616498448,0.8204048461014358,0.6337918241828815,0.6605503282175553,0.7554107386696706,0.664594572379374,2.5762180118110267,3.1724223448446973,1.4720718503937014,3.6970053940107914,10.685937500000007,7.673847316704433,6.877812499999998,8.671012849584253,17.83974847560975,16.39392559833509,11.660696138211355,16.215205515088456,0.1046377358920923,0.10085924363342934,0.12085641929825247,0.09600724706775579,0.07490808169433379,0.08175367946501638,0.08319977839513758,0.07884147526201633,0.0676055329363358,0.06967900525514704,0.07387667389439134,0.06933333871789549,0.5301386844930795,0.5077690977688428,0.6239072422865551,0.47410548585966167,0.3212650265604954,0.37799520712188944,0.38010415775587497,0.35255919725680457,0.2565335063975964,0.2736206248770366,0.30291753138068794,0.27331430160075465,0.010949055772623261,0.010172587026307457,0.014606274085595013,0.009217391489529103,0.005611220703124984,0.006683664106068642,0.006922203125000002,0.006215978221491133,0.004570508083605985,0.004855163773346809,0.005457762945698244,0.004807111857770426,bawelna
1.2322834645669272,1.347014694029391,0.8650959645669292,1.505921011842025,2.6616250000000017,2.1720206601158916,2.0199374999999997,2.3527966742252437,3.4950457317073194,3.293184183142563,2.6451346544715397,3.2126040582726265,0.9367822522041912,0.9257957765155989,0.9661170513328544,0.9072430102897342,0.733364720788471,0.815097346644583,0.8403810035660896,0.7840510510716624,0.5566952939996074,0.5954789226255726,0.7340967770294927,0.612124180061466,2.748646653543311,3.2257424514849076,1.4741018700787425,4.031682063364128,11.60949999999999,8.038611740992677,6.939187499999984,9.384290753338359,19.38211382113821,17.658428720083226,11.56434197154469,16.91460718002082,0.1029517733984665,0.09911893526574048,0.12021918778568251,0.09402052545801635,0.07279029972719564,0.07980334913638969,0.08214284671001482,0.07695186236990874,0.06526954814849661,0.06698726043818506,0.0728948504365003,0.06754360250342949,0.5230889385461809,0.49468728466554607,0.6263698635516463,0.46723419537619243,0.3053117296131721,0.36188325799421955,0.3802699432158313,0.3425455100838357,0.24010819565480834,0.25856054251080574,0.3096511674027661,0.26453485367417157,0.010599067645889197,0.009824563328214051,0.014452653111849194,0.0088398592074015,0.005298427734374977,0.006368574533384508,0.006747447265624993,0.005921589122197376,0.004260113915508918,0.004487293061013234,0.005313659220159748,0.004562138239141287,bawelna
1.3607283464566942,1.5051150102300208,0.8892101377952759,1.5783991567983147,2.719000000000008,2.357898715041564,2.0632499999999987,2.3972663139329753,3.4326727642276436,3.397112382934437,2.657139227642275,3.1412591050988516,0.9236812653712608,0.9084712334956189,0.9647542089593204,0.899477523374856,0.7177041251948122,0.7868993426359709,0.8357741031407429,0.7794433140998127,0.5541886130385585,0.5700984664489013,0.7345053338530089,0.629559280198176,3.331077755905517,3.9944199888399767,1.5389394685039401,4.387748775497555,12.351749999999997,9.311413454270559,7.173249999999982,9.644305870496328,19.515370934959336,18.825962539021848,11.603658536585352,16.263397502601464,0.1018618688801594,0.09747741638630364,0.12306879202172735,0.09545521654030771,0.07547800797252134,0.08023224054650352,0.08479269297085679,0.0794817341852685,0.06969657200642683,0.07021712479360401,0.07657494351771461,0.07181771692011693,0.49509404468308377,0.4645758163208238,0.6179526528401154,0.45151853120831076,0.30340595570201817,0.33755721586885534,0.3736870265718746,0.335360548237657,0.2535745590911523,0.24904642040327427,0.30714264992906887,0.2702982062286945,0.010375840331758786,0.009501846705348817,0.015145927569687181,0.009111698364757035,0.005696929687499996,0.006437212423112002,0.007189800781249985,0.006317346069097678,0.0048576121494470405,0.0049304446142805596,0.005863721974741184,0.00515778446361805,bawelna
1.475516732283464,1.6500093000186027,0.9830216535433085,1.694339388678779,2.8320624999999997,2.510959939531365,2.2394375,2.542894935752073,3.5194359756097544,3.485496878251821,2.8951346544715455,3.2888267429760676,0.8837405492117453,0.8551085798937865,0.9451108660085141,0.8501933752441896,0.5971672772832687,0.6769278482921055,0.7460994836284591,0.6734403647006548,0.40098932488151784,0.41025954984855173,0.5884188047442757,0.4635806677162664,3.8476870078740166,4.781635563271129,1.812869094488193,4.943269886539777,13.317812499999988,10.634290753338348,8.346187499999983,10.746598639455735,19.799161585365834,19.302354318418345,13.490663109756076,17.561329344432902,0.10337710017429659,0.098390319262522,0.1239283945028441,0.09755059001580883,0.07902504053304857,0.08256066967542866,0.08654985241538525,0.08247408803325353,0.07352494787290322,0.07409228345370439,0.07849908270913196,0.07570001869145701,0.47103008415403214,0.44115055985109985,0.5877172729901146,0.4281785645434874,0.29609199418745785,0.3274669403325952,0.34921396553692785,0.31902618939012406,0.24265191801173414,0.24100578343061396,0.2813748494358192,0.25712982186402134,0.010686824840446552,0.009680654924581008,0.015358246964052559,0.009516117612432422,0.006244957031249969,0.006816264177255245,0.007490876953124968,0.0068019751969168535,0.005405917959713135,0.0054896664673840774,0.00616210598617514,0.00573049282988694,bawelna
1.5442298228346454,1.6659433318866668,0.9882504921259858,1.779899559799121,2.926062499999998,2.5155580750818793,2.2694375000000013,2.66666666666666,3.60130843495935,3.447775754422472,2.940358231707319,3.410704994797075,0.8918347724073062,0.8753770783329116,0.9548109612539495,0.8607993148303752,0.6489268447311761,0.7263954981890252,0.7862821211616324,0.7006633101069807,0.4862375278196924,0.5051583054517035,0.6477766926579126,0.5228344516212403,4.420706200787404,5.066278132556275,1.8419660433070884,5.659123318246642,14.277812499999985,11.041131267321692,8.6264375,12.081128747795379,20.7820757113821,19.65485171696146,14.088351117886148,18.943743496357936,0.09754365971464878,0.09445581033247667,0.11816777307190213,0.09132504618680962,0.0742398456861272,0.07932895293305209,0.08201871928102743,0.07728188835081493,0.06913217541487096,0.07083476890776401,0.07418594504060812,0.071093464603802,0.4669638273330329,0.44447205898272235,0.5867782718493528,0.4234274092379749,0.28982950762214116,0.33235099600637064,0.3466274460273143,0.3136602932756429,0.23760122427687236,0.25002140081924756,0.28011647021902686,0.24981665992224708,0.009514765550527195,0.008921900105564807,0.013963622592772557,0.008340264061022909,0.005511554687499978,0.0062930827734543945,0.00672707031249998,0.005972490267067824,0.0047792576775924885,0.0050175644862163315,0.005503554441568128,0.0050542807093720485,bawelna
1.4659202755905507,1.6328972657945346,0.9333169291338591,1.632835265670537,2.828562500000001,2.4545855379188644,2.0881874999999996,2.4711514235323757,3.4412474593495883,3.3343522372528605,2.651486280487805,3.223530176899068,0.8596015396091231,0.8291656240428126,0.9410851460415008,0.8321448879456017,0.529303466293089,0.6346549609357117,0.7413192427986478,0.6381658117486267,0.3153491514521929,0.3517180492473249,0.592055045141117,0.4020171954958652,3.94709645669292,4.798871597743194,1.6561269685039393,4.715233430466868,13.238937499999986,10.258692365835183,7.258562499999991,10.159360040312395,19.31383384146337,18.181516649323644,11.420922256097558,16.75890998959423,0.10938385680197518,0.10449251372561623,0.13213763099216927,0.1037677332937696,0.08365280040515657,0.08833001708410333,0.09325368625421739,0.08753728158913542,0.07936361155233203,0.08013245803005066,0.08520543543280702,0.08078480313422895,0.4770099172905617,0.4451564239307373,0.6028373712563653,0.44240263218347703,0.2932159652504145,0.33054538031297187,0.3674191571293444,0.32501988708939594,0.24909710256994144,0.2524741328101384,0.30656933152782384,0.25874000817732423,0.011964828128875012,0.010918685424698095,0.01746035352422269,0.010767742472926901,0.006997791015624963,0.007802191918077987,0.008696250000000013,0.0076627756680155866,0.00629858283862945,0.006421210829937831,0.007259966227294246,0.006526184417436128,bawelna
1.244525098425196,1.467542935085871,0.8909940944881892,1.387314774629552,2.5367500000000014,2.2808641975308572,2.033875,2.141156462585029,3.260226117886176,3.2831685744016625,2.680322662601627,2.946279916753378,0.8994347307047553,0.8616892053037428,0.9441550171001232,0.8733943624013323,0.6165632406809546,0.6806933125728558,0.7432370370266814,0.7139861798169024,0.3906562274911859,0.3757247574226124,0.5656979324311252,0.4740956593414197,2.8627583661417337,3.9239878479757,1.5868602362204733,3.5917911835823735,10.88775,9.025888133030962,7.264625000000006,8.083333333333314,17.295922256097537,17.561654526534873,12.232151930894307,14.770031217481783,0.11500020708370262,0.1074060933570784,0.13340825691282457,0.10998240075787384,0.08506233927244176,0.08895712129674826,0.09317908454623822,0.0914374059206412,0.07776704299187812,0.07792326706848449,0.08344588733759632,0.08110252845500396,0.5237312467547526,0.47745728280592986,0.6209071698849955,0.4974046899680799,0.3259469398435083,0.3551466725983317,0.38513604423745207,0.3739213464285966,0.26270382573824225,0.2603285803192282,0.3145215461863416,0.2940673739313602,0.013225047629294487,0.011536068890229442,0.017797763012518206,0.012096128476465568,0.00723560156249999,0.007913369429404384,0.00868234179687501,0.00836079920149611,0.0060477129757006195,0.006072035550626358,0.006963216113558817,0.006577620121794727,bawelna
1.1888533464566924,1.390786781573564,0.7877706692913391,1.3180606361212732,2.5481875,2.2239858906525587,1.850249999999999,2.0856638951877007,3.3518165650406466,3.25734911550468,2.4963160569105654,2.974700832466178,0.9217071284898137,0.89385054182784,0.9618993023570886,0.9053786599457617,0.6738057978703337,0.7401030028953397,0.8185545472115097,0.7716813804141907,0.44971277132964144,0.4560937938133487,0.6779701587367595,0.540823326848068,2.5033218503937005,3.3817347634695296,1.2124753937007888,3.0146320292640616,10.467687499999991,8.262156714537653,5.731374999999997,7.259133282942796,17.712207825203233,17.23874869927161,10.107469512195113,14.546631113423526,0.11189162467224961,0.10459035018834995,0.13441996819253274,0.1070140010930342,0.08012401276692889,0.08513292913359692,0.09236260911483607,0.08752462404806312,0.07258155098233313,0.07388666903865279,0.08148392316533513,0.07656010505150271,0.5288989121951428,0.48414676194331174,0.6479239815513843,0.4974783396307655,0.3127535404540514,0.353044690373326,0.4002887677388437,0.368060354327149,0.24749232837491766,0.2619782824310717,0.31898307465504133,0.2804195974291238,0.012519735671795578,0.010939141352521674,0.018068727848881517,0.011451996429939925,0.006419857421874985,0.0072476156228660354,0.008530851562499999,0.007660559814754788,0.005268081543001023,0.005459239861627414,0.006639629734414239,0.00586144968549713,bawelna
1.0758489173228343,1.2700725401450816,0.7603961614173234,1.246512493024988,2.4019999999999975,2.0761526832955353,1.8340624999999977,2.032753842277647,3.2627032520325234,3.1746227887617007,2.4868521341463365,2.9924557752341303,0.9550131824587745,0.9404528441760474,0.975635161452455,0.9400628911608129,0.7973540908655491,0.850568501222612,0.8802350954397364,0.8458401536925344,0.6338088216384916,0.6612683680065871,0.7827198143738651,0.6705046227785516,2.12776820866142,2.8169756339512686,1.1496678149606314,2.8352036704073456,9.627374999999988,7.0893801965230345,5.652562499999984,7.31153943058703,17.420731707317092,16.132088969823094,10.254509654471512,15.675598335067654,0.1090258737359521,0.10108350653524201,0.12688336221305796,0.1028410131662154,0.07657007615576703,0.08117862661490714,0.08589869578462746,0.08302501129194957,0.06828405641072278,0.0688231306153646,0.07556026028216811,0.07116528392851784,0.5618423320271173,0.5088818822421803,0.657922899590411,0.5203764989796126,0.3349935882703721,0.36719156645226886,0.402227160010412,0.38534374808230026,0.261741731820167,0.2606074948887303,0.3214616668097622,0.29073271592982197,0.011886641143887771,0.010217875293460313,0.016099387606490066,0.010576273989053689,0.005862976562499961,0.006589969419082509,0.007378585937499976,0.006893152500028354,0.004662712359902771,0.0047366233076995366,0.005709352933908991,0.005064497636626559,bawelna
1.0887057086614185,1.4047368094736208,0.8469488188976377,1.2168144336288704,2.5076250000000004,2.3213655832703415,1.9982499999999994,1.985701688082636,3.4712271341463445,3.5956035379812685,2.7198932926829245,2.9640998959417244,0.9588909509932869,0.9341328653358733,0.9734523665688822,0.949525366958221,0.8040966677233199,0.829724093970868,0.8728475120594553,0.8724378541001148,0.6406296146153131,0.614218155543038,0.7735326328373101,0.7244281526914449,2.2165354330708693,3.547585095170191,1.429995078740158,2.718829437658886,10.557374999999997,9.155454774502363,6.830249999999996,6.86224489795917,19.35016514227642,20.665842872008337,12.152820121951214,14.79136316337149,0.10239945305252444,0.09176373379662406,0.11495984089218209,0.09767694026278927,0.0704888067355378,0.07317466123307922,0.07823528465868188,0.07854884724795366,0.06170736249794977,0.06074069162355186,0.06819580567424616,0.06606327107263925,0.5616102800609727,0.48816467796245194,0.6328214180907843,0.5292210020618545,0.32750154378124413,0.3496096341491467,0.38565757807127193,0.3896020467774708,0.24865657959222967,0.2407081937765332,0.3021040505245287,0.2857121536848316,0.010485647985456157,0.008420582840297683,0.01321576501795582,0.009540784659100503,0.0049686718749999996,0.005354531046575908,0.0061207597656249835,0.006169921403982357,0.0038077985864533783,0.0036894316189074235,0.004650667911559545,0.004364355784817013,bawelna
